landmark_id;clan;year;month;date;session;hyenas;utme;utmn
Bordello_Den;serenan;2013;07;2013-07-23;s10108;toro;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-23;s10108;trot;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-23;s10108;uzi;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-23;s10108;ypsi;721485;9847576
Rocky_Point_Den;happyzebra;2010;03;2010-03-20;s1011;ao;716191;9842646
Rocky_Point_Den;happyzebra;2010;03;2010-03-20;s1011;boom;716191;9842646
Rocky_Point_Den;happyzebra;2010;03;2010-03-20;s1011;bw;716191;9842646
Rocky_Point_Den;happyzebra;2010;03;2010-03-20;s1011;ctop;716191;9842646
Rocky_Point_Den;happyzebra;2010;03;2010-03-20;s1011;kata;716191;9842646
Rocky_Point_Den;happyzebra;2010;03;2010-03-20;s1011;phtn;716191;9842646
Rocky_Point_Den;happyzebra;2010;03;2010-03-20;s1011;pike;716191;9842646
Rocky_Point_Den;happyzebra;2010;03;2010-03-20;s1011;ring;716191;9842646
Rocky_Point_Den;happyzebra;2010;03;2010-03-20;s1011;snap;716191;9842646
Rocky_Point_Den;happyzebra;2010;03;2010-03-20;s1011;stee;716191;9842646
Bordello_Den;serenan;2013;07;2013-07-23;s10111;digs;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-23;s10111;ypsi;721485;9847576
Stanky_Watering_Hole;serenan;2013;07;2013-07-23;s10112;angi;721834;9847328
Stanky_Watering_Hole;serenan;2013;07;2013-07-23;s10112;cstz;721834;9847328
Stanky_Watering_Hole;serenan;2013;07;2013-07-23;s10112;digs;721834;9847328
Stanky_Watering_Hole;serenan;2013;07;2013-07-23;s10112;logc;721834;9847328
Stanky_Watering_Hole;serenan;2013;07;2013-07-23;s10112;ratc;721834;9847328
Stanky_Watering_Hole;serenan;2013;07;2013-07-23;s10112;toro;721834;9847328
Bordello_Den;serenan;2013;07;2013-07-23;s10112;angi;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-23;s10112;cstz;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-23;s10112;digs;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-23;s10112;logc;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-23;s10112;ratc;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-23;s10112;toro;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-23;s10113;tnsl;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-24;s10117;digs;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-24;s10117;ele;721485;9847576
