session;landmark_id;date;year;month;day;clan;utme;utmn;category
t35348;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-08-20;2002;08;20;talek;753681;9837484;d
t35354;Plantation_Den;2002-08-20;2002;08;20;talek;746293;9839498;d
t35355;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-08-21;2002;08;21;talek;753681;9837484;d
t35369;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-08-22;2002;08;22;talek;753681;9837484;d
t35389;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-08-24;2002;08;24;talek;753681;9837484;d
t35390;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-08-25;2002;08;25;talek;753681;9837484;d
t35398;Plantation_Den;2002-08-25;2002;08;25;talek;746293;9839498;d
t35415;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-08-27;2002;08;27;talek;753681;9837484;d
t35428;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-08-28;2002;08;28;talek;753681;9837484;d
t35429;Plantation_Den;2002-08-29;2002;08;29;talek;746293;9839498;d
t35456;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-09-01;2002;09;01;talek;753681;9837484;d
t35464;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-09-02;2002;09;02;talek;753681;9837484;d
t35476;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-09-02;2002;09;02;talek;753681;9837484;d
t35477;Plantation_Den;2002-09-03;2002;09;03;talek;746293;9839498;d
t35487;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-09-03;2002;09;03;talek;753681;9837484;d
t35488;Plantation_Den;2002-09-04;2002;09;04;talek;746293;9839498;d
t35506;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-09-04;2002;09;04;talek;753681;9837484;d
t35517;Plantation_Den;2002-09-05;2002;09;05;talek;746293;9839498;d
t35518;Plantation_Den;2002-09-06;2002;09;06;talek;746293;9839498;d
t35544;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-09-07;2002;09;07;talek;753681;9837484;d
t35553;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-09-08;2002;09;08;talek;753681;9837484;d
t35554;Plantation_Den;2002-09-09;2002;09;09;talek;746293;9839498;d
t35571;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-09-09;2002;09;09;talek;753681;9837484;d
t35573;Plantation_Den;2002-09-10;2002;09;10;talek;746293;9839498;d
t35581;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-09-10;2002;09;10;talek;753681;9837484;d
t35589.1;Plantation_Den;2002-09-11;2002;09;11;talek;746293;9839498;d
t35598;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-09-12;2002;09;12;talek;753681;9837484;d
t35604;Plantation_Den;2002-09-13;2002;09;13;talek;746293;9839498;d
t35616;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-09-13;2002;09;13;talek;753681;9837484;d
t35630;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-09-15;2002;09;15;talek;753681;9837484;d
t35635;Plantation_Den;2002-09-16;2002;09;16;talek;746293;9839498;d
t35636;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-09-17;2002;09;17;talek;753681;9837484;d
t35642;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-09-17;2002;09;17;talek;753681;9837484;d
t35648;Plantation_Den;2002-09-18;2002;09;18;talek;746293;9839498;d
t35660;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-09-18;2002;09;18;talek;753681;9837484;d
t35676;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-09-19;2002;09;19;talek;753681;9837484;d
t35690;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-09-19;2002;09;19;talek;753681;9837484;d
t35692;Plantation_Den;2002-09-20;2002;09;20;talek;746293;9839498;d
t35705;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-09-20;2002;09;20;talek;753681;9837484;d
t35726;Plantation_Den;2002-09-21;2002;09;21;talek;746293;9839498;d
t35729;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-09-21;2002;09;21;talek;753681;9837484;d
t35739;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-09-24;2002;09;24;talek;753681;9837484;d
t35751;Plantation_Den;2002-09-25;2002;09;25;talek;746293;9839498;d
t35758;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-09-25;2002;09;25;talek;753681;9837484;d
t35759;Plantation_Den;2002-09-26;2002;09;26;talek;746293;9839498;d
t35797;Sunrise_Valley_Communal_Den/Natal_Den;2002-09-28;2002;09;28;talek;753524;9837427;d
t35798;Sunrise_Valley_Communal_Den/Natal_Den;2002-09-29;2002;09;29;talek;753524;9837427;d
t35804;Sunrise_Valley_Communal_Den/Natal_Den;2002-09-29;2002;09;29;talek;753524;9837427;d
t35812;Plantation_Den;2002-09-30;2002;09;30;talek;746293;9839498;d
t35831;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-01;2002;10;01;talek;753524;9837427;d
t35840;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-01;2002;10;01;talek;753524;9837427;d
t35841;Plantation_Den;2002-10-02;2002;10;02;talek;746293;9839498;d
t35856.1;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-02;2002;10;02;talek;753524;9837427;d
t35875;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-04;2002;10;04;talek;753524;9837427;d
t35883;Plantation_Den;2002-10-05;2002;10;05;talek;746293;9839498;d
t35900;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-06;2002;10;06;talek;753524;9837427;d
t35915;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-07;2002;10;07;talek;753524;9837427;d
t35928;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-08;2002;10;08;talek;753524;9837427;d
t35942;Plantation_Den;2002-10-09;2002;10;09;talek;746293;9839498;d
t35951;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-11;2002;10;11;talek;753524;9837427;d
t35964;Plantation_Den;2002-10-12;2002;10;12;talek;746293;9839498;d
t35972;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-12;2002;10;12;talek;753524;9837427;d
t35973;Plantation_Den;2002-10-13;2002;10;13;talek;746293;9839498;d
t35980;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-13;2002;10;13;talek;753524;9837427;d
t35988;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-14;2002;10;14;talek;753524;9837427;d
t36002;Plantation_Den;2002-10-14;2002;10;14;talek;746293;9839498;d
t36008;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-14;2002;10;14;talek;753524;9837427;d
t36024;Plantation_Den;2002-10-15;2002;10;15;talek;746293;9839498;d
t36029;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-15;2002;10;15;talek;753524;9837427;d
t36044;Plantation_Den;2002-10-17;2002;10;17;talek;746293;9839498;d
t36056;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-17;2002;10;17;talek;753524;9837427;d
t36057;Plantation_Den;2002-10-18;2002;10;18;talek;746293;9839498;d
t36063;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-19;2002;10;19;talek;753524;9837427;d
t36074;Plantation_Den;2002-10-20;2002;10;20;talek;746293;9839498;d
t36084;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-21;2002;10;21;talek;753524;9837427;d
t36098;Plantation_Den;2002-10-21;2002;10;21;talek;746293;9839498;d
t36099;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-22;2002;10;22;talek;753524;9837427;d
t36109;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-22;2002;10;22;talek;753524;9837427;d
t36125;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-23;2002;10;23;talek;753524;9837427;d
t36134;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-25;2002;10;25;talek;753524;9837427;d
t36149;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-25;2002;10;25;talek;753524;9837427;d
t36150;Plantation_Den;2002-10-26;2002;10;26;talek;746293;9839498;d
t36160;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-27;2002;10;27;talek;753524;9837427;d
t36198;Plantation_Den;2002-10-28;2002;10;28;talek;746293;9839498;d
t36215;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-28;2002;10;28;talek;753524;9837427;d
t36216;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-29;2002;10;29;talek;753524;9837427;d
t36217;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-29;2002;10;29;talek;753524;9837427;d
t36222;Plantation_Den;2002-10-29;2002;10;29;talek;746293;9839498;d
t36227;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-29;2002;10;29;talek;753524;9837427;d
t36228;Plantation_Den;2002-10-30;2002;10;30;talek;746293;9839498;d
t36243;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-30;2002;10;30;talek;753524;9837427;d
t36244;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-31;2002;10;31;talek;753524;9837427;d
t36260;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-31;2002;10;31;talek;753524;9837427;d
t36266;Sunrise_Valley_Communal_Den/Natal_Den;2002-11-02;2002;11;02;talek;753524;9837427;d
t36277;Sunrise_Valley_Communal_Den/Natal_Den;2002-11-02;2002;11;02;talek;753524;9837427;d
t36291;Sunrise_Valley_Communal_Den/Natal_Den;2002-11-04;2002;11;04;talek;753524;9837427;d
t36299;Plantation_Den;2002-11-04;2002;11;04;talek;746293;9839498;d
t36305;Sunrise_Valley_Communal_Den/Natal_Den;2002-11-04;2002;11;04;talek;753524;9837427;d
t36314;Sunrise_Valley_Communal_Den/Natal_Den;2002-11-07;2002;11;07;talek;753524;9837427;d
t36328;Sunrise_Valley_Communal_Den/Natal_Den;2002-11-08;2002;11;08;talek;753524;9837427;d
t36339;Sunrise_Valley_Communal_Den/Natal_Den;2002-11-09;2002;11;09;talek;753524;9837427;d
t36340;Plantation_Den;2002-11-10;2002;11;10;talek;746293;9839498;d
t36359;Sunrise_Valley_Communal_Den/Natal_Den;2002-11-11;2002;11;11;talek;753524;9837427;d
t36360;Sunrise_Valley_Communal_Den/Natal_Den;2002-11-12;2002;11;12;talek;753524;9837427;d
t36371;Sunrise_Valley_Communal_Den/Natal_Den;2002-11-13;2002;11;13;talek;753524;9837427;d
t36378;Sunrise_Valley_Communal_Den/Natal_Den;2002-11-13;2002;11;13;talek;753524;9837427;d
t36383;Sunrise_Valley_Communal_Den/Natal_Den;2002-11-14;2002;11;14;talek;753524;9837427;d
t36391;Sunrise_Valley_Communal_Den/Natal_Den;2002-11-17;2002;11;17;talek;753524;9837427;d
t36401;Sunrise_Valley_Communal_Den/Natal_Den;2002-11-18;2002;11;18;talek;753524;9837427;d
t36415;Sunrise_Valley_Communal_Den/Natal_Den;2002-11-19;2002;11;19;talek;753524;9837427;d
t36424;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-11-22;2002;11;22;talek;753681;9837484;d
t36433;Sunrise_Valley_Communal_Den/Natal_Den;2002-11-22;2002;11;22;talek;753524;9837427;d
t36462;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-11-26;2002;11;26;talek;753681;9837484;d
t36484;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-11-27;2002;11;27;talek;753681;9837484;d
t36510;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-11-29;2002;11;29;talek;753681;9837484;d
t36517;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-12-01;2002;12;01;talek;753681;9837484;d
t36530;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-12-02;2002;12;02;talek;753681;9837484;d
t36542;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-12-02;2002;12;02;talek;753681;9837484;d
t36554;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-12-03;2002;12;03;talek;753681;9837484;d
t36555;Plantation_Den;2002-12-04;2002;12;04;talek;746293;9839498;d
t36568;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-12-05;2002;12;05;talek;753681;9837484;d
t36569;Plantation_Den;2002-12-06;2002;12;06;talek;746293;9839498;d
t36576;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-12-06;2002;12;06;talek;753681;9837484;d
t36597;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-12-08;2002;12;08;talek;753681;9837484;d
t36612;Plantation_Den;2002-12-08;2002;12;08;talek;746293;9839498;d
t36613;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-12-09;2002;12;09;talek;753681;9837484;d
t36633;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-12-10;2002;12;10;talek;753681;9837484;d
t36634;Plantation_Den;2002-12-11;2002;12;11;talek;746293;9839498;d
t36650;Plantation_Den;2002-12-11;2002;12;11;talek;746293;9839498;d
t36654;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-12-12;2002;12;12;talek;753681;9837484;d
t36663;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-12-13;2002;12;13;talek;753681;9837484;d
t36668;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-12-14;2002;12;14;talek;753681;9837484;d
t36704;Plantation_Den;2002-12-18;2002;12;18;talek;746293;9839498;d
t36718;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-12-21;2002;12;21;talek;753681;9837484;d
t36728;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-12-21;2002;12;21;talek;753681;9837484;d
t36729;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-12-21;2002;12;21;talek;753681;9837484;d
t36748;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-12-24;2002;12;24;talek;753681;9837484;d
t36749;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-12-24;2002;12;24;talek;753681;9837484;d
t36750;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-12-25;2002;12;25;talek;753681;9837484;d
t36766;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-12-26;2002;12;26;talek;753681;9837484;d
t36773;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-12-28;2002;12;28;talek;753681;9837484;d
t36774;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-12-29;2002;12;29;talek;753681;9837484;d
t36790;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-12-31;2002;12;31;talek;753681;9837484;d
t36797;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-02;2003;01;02;talek;753681;9837484;d
t36798;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-03;2003;01;03;talek;753681;9837484;d
t36801;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-03;2003;01;03;talek;753681;9837484;d
t36802;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-03;2003;01;03;talek;753681;9837484;d
t36809;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-04;2003;01;04;talek;753681;9837484;d
t36811;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-04;2003;01;04;talek;753681;9837484;d
t36814;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-05;2003;01;05;talek;753681;9837484;d
t36831;Plantation_Den;2003-01-06;2003;01;06;talek;746293;9839498;d
t36834;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-07;2003;01;07;talek;753681;9837484;d
t36845;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-08;2003;01;08;talek;753681;9837484;d
t36850;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-10;2003;01;10;talek;753681;9837484;d
t36851;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-10;2003;01;10;talek;753681;9837484;d
t36856;Plantation_Den;2003-01-10;2003;01;10;talek;746293;9839498;d
t36868;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-12;2003;01;12;talek;753681;9837484;d
t36874;Plantation_Den;2003-01-12;2003;01;12;talek;746293;9839498;d
t36888;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-13;2003;01;13;talek;753681;9837484;d
t36891;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-14;2003;01;14;talek;753681;9837484;d
t36897;Plantation_Den;2003-01-14;2003;01;14;talek;746293;9839498;d
t36908;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-15;2003;01;15;talek;753681;9837484;d
t36918;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-15;2003;01;15;talek;753681;9837484;d
t36919;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-16;2003;01;16;talek;753681;9837484;d
t36926;Plantation_Den;2003-01-16;2003;01;16;talek;746293;9839498;d
t36937;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-17;2003;01;17;talek;753681;9837484;d
t36942;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-17;2003;01;17;talek;753681;9837484;d
t36948;Plantation_Den;2003-01-19;2003;01;19;talek;746293;9839498;d
t36960;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-21;2003;01;21;talek;753681;9837484;d
t36964;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-22;2003;01;22;talek;753681;9837484;d
t36984;Plantation_Den;2003-01-23;2003;01;23;talek;746293;9839498;d
t36985;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-24;2003;01;24;talek;753681;9837484;d
t37002;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-25;2003;01;25;talek;753681;9837484;d
t37008;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-27;2003;01;27;talek;753681;9837484;d
t37039;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-29;2003;01;29;talek;753681;9837484;d
t37066;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-31;2003;01;31;talek;753681;9837484;d
t37068;Plantation_Den;2003-02-02;2003;02;02;talek;746293;9839498;d
t37075;Plantation_Den;2003-02-02;2003;02;02;talek;746293;9839498;d
t37079;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-02-03;2003;02;03;talek;753681;9837484;d
t37084;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-02-04;2003;02;04;talek;753681;9837484;d
t37103;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-02-05;2003;02;05;talek;753681;9837484;d
t37127;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-02-08;2003;02;08;talek;753681;9837484;d
t37135;Plantation_Den;2003-02-09;2003;02;09;talek;746293;9839498;d
t37149;Plantation_Den;2003-02-11;2003;02;11;talek;746293;9839498;d
t37165;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-02-12;2003;02;12;talek;753681;9837484;d
t37173;Plantation_Den;2003-02-12;2003;02;12;talek;746293;9839498;d
t37174;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-02-13;2003;02;13;talek;753681;9837484;d
t37182;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-02-13;2003;02;13;talek;753681;9837484;d
t37183;Plantation_Den;2003-02-14;2003;02;14;talek;746293;9839498;d
t37211;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-02-16;2003;02;16;talek;753681;9837484;d
t37234;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-02-18;2003;02;18;talek;753681;9837484;d
t37235;Plantation_Den;2003-02-19;2003;02;19;talek;746293;9839498;d
t37248;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-02-19;2003;02;19;talek;753681;9837484;d
t37255;Plantation_Den;2003-02-21;2003;02;21;talek;746293;9839498;d
t37264;Plantation_Den;2003-02-21;2003;02;21;talek;746293;9839498;d
t37277;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-02-23;2003;02;23;talek;753681;9837484;d
t37284;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-02-23;2003;02;23;talek;753681;9837484;d
t37314;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-02-24;2003;02;24;talek;753681;9837484;d
t37320;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-02-24;2003;02;24;talek;753681;9837484;d
t37369;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-02-28;2003;02;28;talek;753681;9837484;d
t37376;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-03-01;2003;03;01;talek;753681;9837484;d
t37377;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-03-01;2003;03;01;talek;753681;9837484;d
t37378;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-03-02;2003;03;02;talek;753681;9837484;d
t37398;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-03-04;2003;03;04;talek;753681;9837484;d
t37404;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-03-05;2003;03;05;talek;753681;9837484;d
t37437;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-03-06;2003;03;06;talek;753681;9837484;d
t37438;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-03-07;2003;03;07;talek;753681;9837484;d
t37451;Base_Natal_Den/Communal_Den;2003-03-07;2003;03;07;talek;746442;9838893;d
t37492;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-03-10;2003;03;10;talek;753681;9837484;d
t37494;Base_Natal_Den/Communal_Den;2003-03-11;2003;03;11;talek;746442;9838893;d
t37504;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-03-13;2003;03;13;talek;753681;9837484;d
t37517;Base_Natal_Den/Communal_Den;2003-03-13;2003;03;13;talek;746442;9838893;d
t37536;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-03-14;2003;03;14;talek;753681;9837484;d
t37537;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-03-15;2003;03;15;talek;753681;9837484;d
t37548;Base_Natal_Den/Communal_Den;2003-03-15;2003;03;15;talek;746442;9838893;d
t37558;Base_Natal_Den/Communal_Den;2003-03-16;2003;03;16;talek;746442;9838893;d
t37565;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-03-16;2003;03;16;talek;753681;9837484;d
t37566;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-03-17;2003;03;17;talek;753681;9837484;d
t37580;Base_Natal_Den/Communal_Den;2003-03-17;2003;03;17;talek;746442;9838893;d
t37582;Base_Natal_Den/Communal_Den;2003-03-18;2003;03;18;talek;746442;9838893;d
t37594;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-03-18;2003;03;18;talek;753681;9837484;d
t37596;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-03-19;2003;03;19;talek;753681;9837484;d
t37608;Base_Natal_Den/Communal_Den;2003-03-20;2003;03;20;talek;746442;9838893;d
t37618;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-03-20;2003;03;20;talek;753681;9837484;d
t37619;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-03-21;2003;03;21;talek;753681;9837484;d
t37634;Base_Natal_Den/Communal_Den;2003-03-21;2003;03;21;talek;746442;9838893;d
t37665;Base_Natal_Den/Communal_Den;2003-03-27;2003;03;27;talek;746442;9838893;d
t37672;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-03-28;2003;03;28;talek;753681;9837484;d
t37682;Base_Natal_Den/Communal_Den;2003-03-28;2003;03;28;talek;746442;9838893;d
t37684;Base_Natal_Den/Communal_Den;2003-03-29;2003;03;29;talek;746442;9838893;d
t37704;Base_Natal_Den/Communal_Den;2003-04-01;2003;04;01;talek;746442;9838893;d
t37709;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-04-01;2003;04;01;talek;753681;9837484;d
t37718;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-04-02;2003;04;02;talek;753681;9837484;d
t37724;Base_Natal_Den/Communal_Den;2003-04-02;2003;04;02;talek;746442;9838893;d
t37725;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-04-03;2003;04;03;talek;753681;9837484;d
t37746;Base_Natal_Den/Communal_Den;2003-04-04;2003;04;04;talek;746442;9838893;d
t37749;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-04-05;2003;04;05;talek;753681;9837484;d
t37755;Base_Natal_Den/Communal_Den;2003-04-05;2003;04;05;talek;746442;9838893;d
t37760;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-04-06;2003;04;06;talek;753681;9837484;d
t37765;Base_Natal_Den/Communal_Den;2003-04-06;2003;04;06;talek;746442;9838893;d
t37767;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-04-07;2003;04;07;talek;753681;9837484;d
t37791;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-04-07;2003;04;07;talek;753681;9837484;d
t37827;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-04-11;2003;04;11;talek;753681;9837484;d
t37828;Resurrection_Communal_Den;2003-04-12;2003;04;12;talek;747569;9838508;d
t37846;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-04-13;2003;04;13;talek;753681;9837484;d
t37859;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-04-15;2003;04;15;talek;753681;9837484;d
t37860;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-04-16;2003;04;16;talek;753681;9837484;d
t37869;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-04-17;2003;04;17;talek;753681;9837484;d
t37879;Resurrection_Communal_Den;2003-04-17;2003;04;17;talek;747569;9838508;d
t37880;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-04-18;2003;04;18;talek;753681;9837484;d
t37891;Resurrection_Communal_Den;2003-04-18;2003;04;18;talek;747569;9838508;d
t37906;Resurrection_Communal_Den;2003-04-19;2003;04;19;talek;747569;9838508;d
t37907;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-04-20;2003;04;20;talek;753681;9837484;d
t37916;Resurrection_Communal_Den;2003-04-20;2003;04;20;talek;747569;9838508;d
t37917;Resurrection_Communal_Den;2003-04-20;2003;04;20;talek;747569;9838508;d
t37934;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-04-21;2003;04;21;talek;753681;9837484;d
t37948;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-04-23;2003;04;23;talek;753681;9837484;d
t37956;Resurrection_Communal_Den;2003-04-24;2003;04;24;talek;747569;9838508;d
t37960;Resurrection_Communal_Den;2003-04-24;2003;04;24;talek;747569;9838508;d
t37963;Resurrection_Communal_Den;2003-04-25;2003;04;25;talek;747569;9838508;d
t37971;Resurrection_Communal_Den;2003-04-25;2003;04;25;talek;747569;9838508;d
t37974;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-04-26;2003;04;26;talek;753681;9837484;d
t37989;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-04-30;2003;04;30;talek;753681;9837484;d
t37991;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-05-02;2003;05;02;talek;753681;9837484;d
t37994;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-05-03;2003;05;03;talek;753681;9837484;d
t38032;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-05-10;2003;05;10;talek;753681;9837484;d
t38042;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-05-11;2003;05;11;talek;753681;9837484;d
t38062;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-05-13;2003;05;13;talek;753681;9837484;d
t38070;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-05-17;2003;05;17;talek;753681;9837484;d
t38092;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-05-18;2003;05;18;talek;753681;9837484;d
t38105;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-05-19;2003;05;19;talek;753681;9837484;d
t38167;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-05-24;2003;05;24;talek;753681;9837484;d
t38197;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-05-26;2003;05;26;talek;753681;9837484;d
t38215;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-05-28;2003;05;28;talek;753681;9837484;d
