session;landmark_id;date;year;month;day;clan;utme;utmn;category
s109330;Lugga_Den_II;2019-05-13;2019;05;13;happyzebra;718642;9844590;cd
s109331;Lugga_Den_II;2019-05-15;2019;05;15;happyzebra;718642;9844590;cd
s109333;Wapi_Dave_Den;2019-05-15;2019;05;15;happyzebra;714577;9847556;cd
s109335;Lugga_Den_II;2019-05-17;2019;05;17;happyzebra;718642;9844590;cd
s109337;Lugga_Den_II;2019-05-20;2019;05;20;happyzebra;718642;9844590;cd
s109338;Lugga_Den_II;2019-05-21;2019;05;21;happyzebra;718642;9844590;cd
s10934;DeGaulle_Den;2013-08-16;2013;08;16;serenan;723652;9844975;cd
s109340;Wapi_Dave_Den;2019-05-21;2019;05;21;happyzebra;714577;9847556;cd
s109341;Lugga_Den_II;2019-05-22;2019;05;22;happyzebra;718642;9844590;cd
s109342;Lugga_Den_II;2019-05-25;2019;05;25;happyzebra;718642;9844590;cd
s109343;Wapi_Dave_Den;2019-05-26;2019;05;26;happyzebra;714577;9847556;cd
s109346;Lugga_Den_II;2019-05-28;2019;05;28;happyzebra;718642;9844590;cd
s109348;Wapi_Dave_Den;2019-05-29;2019;05;29;happyzebra;714577;9847556;cd
s109351;Lugga_Den_II;2019-06-01;2019;06;01;happyzebra;718642;9844590;cd
s109354;Wapi_Dave_Den;2019-06-03;2019;06;03;happyzebra;714577;9847556;cd
s109356;Lugga_Den_II;2019-06-05;2019;06;05;happyzebra;718642;9844590;cd
s109359;Wapi_Dave_Den;2019-06-07;2019;06;07;happyzebra;714577;9847556;cd
s109360;Lugga_Den_II;2019-06-11;2019;06;11;happyzebra;718642;9844590;cd
s109365;Wapi_Dave_Den;2019-06-12;2019;06;12;happyzebra;714577;9847556;cd
s109368;Wapi_Dave_Den;2019-06-13;2019;06;13;happyzebra;714577;9847556;cd
s109371;Lugga_Den_II;2019-06-14;2019;06;14;happyzebra;718642;9844590;cd
s109373;Wapi_Dave_Den;2019-06-15;2019;06;15;happyzebra;714577;9847556;cd
s109376;Wapi_Dave_Den;2019-06-18;2019;06;18;happyzebra;714577;9847556;cd
s109379;Wapi_Dave_Den;2019-06-18;2019;06;18;happyzebra;714577;9847556;cd
s109383;Lugga_Den_II;2019-06-20;2019;06;20;happyzebra;718642;9844590;cd
s109385;Lugga_Den_II;2019-06-22;2019;06;22;happyzebra;718642;9844590;cd
s109387;Lugga_Den_II;2019-06-22;2019;06;22;happyzebra;718642;9844590;cd
s109389;Wapi_Dave_Den;2019-06-24;2019;06;24;happyzebra;714577;9847556;cd
s109392;Wapi_Dave_Den;2019-06-26;2019;06;26;happyzebra;714577;9847556;cd
s109394;DeGaulle_Den;2019-07-01;2019;07;01;serenan;723652;9844975;cd
s109397;DeGaulle_Den;2019-07-02;2019;07;02;serenan;723652;9844975;cd
s109398;DeGaulle_Den;2019-07-03;2019;07;03;serenan;723652;9844975;cd
s1094;Rocky_Point_Den;2010-06-20;2010;06;20;happyzebra;716191;9842646;cd
s10940;DeGaulle_Den;2013-08-18;2013;08;18;serenan;723652;9844975;cd
s109401;DeGaulle_Den;2019-07-03;2019;07;03;serenan;723652;9844975;cd
s109403;DeGaulle_Den;2019-07-04;2019;07;04;serenan;723652;9844975;cd
s109404;DeGaulle_Den;2019-07-04;2019;07;04;serenan;723652;9844975;cd
s109411;DeGaulle_Den;2019-07-09;2019;07;09;serenan;723652;9844975;cd
s109413;DeGaulle_Den;2019-07-12;2019;07;12;serenan;723652;9844975;cd
s109418;DeGaulle_Den;2019-07-17;2019;07;17;serenan;723652;9844975;cd
s109421;DeGaulle_Den;2019-07-18;2019;07;18;serenan;723652;9844975;cd
s109427;DeGaulle_Den;2019-07-22;2019;07;22;serenan;723652;9844975;cd
s109428;DeGaulle_Den;2019-07-24;2019;07;24;serenan;723652;9844975;cd
s109429;DeGaulle_Den;2019-07-25;2019;07;25;serenan;723652;9844975;cd
s109431;DeGaulle_Den;2019-07-26;2019;07;26;serenan;723652;9844975;cd
s109434;DeGaulle_Den;2019-07-30;2019;07;30;serenan;723652;9844975;cd
s109440;DeGaulle_Den;2019-08-01;2019;08;01;serenan;723652;9844975;cd
s109447;Runway_Den_3;2019-08-02;2019;08;02;serenan;723190;9844517;cd
s109458;Runway_Den_3;2019-08-04;2019;08;04;serenan;723190;9844517;cd
s10946;DeGaulle_Den;2013-08-19;2013;08;19;serenan;723652;9844975;cd
s109466;Runway_Den_3;2019-08-05;2019;08;05;serenan;723190;9844517;cd
s109469;Runway_Den_3;2019-08-07;2019;08;07;serenan;723190;9844517;cd
s109473;Runway_Den_3;2019-08-09;2019;08;09;serenan;723190;9844517;cd
s109482;Runway_Den_3;2019-08-10;2019;08;10;serenan;723190;9844517;cd
s109484;Runway_Den_3;2019-08-13;2019;08;13;serenan;723190;9844517;cd
s109491;Runway_Den_3;2019-08-14;2019;08;14;serenan;723190;9844517;cd
s109493;Runway_Den;2019-08-16;2019;08;16;serenan;723060;9844579;cd
s109497;Runway_Den_3;2019-08-17;2019;08;17;serenan;723190;9844517;cd
s109498;Runway_Den;2019-08-17;2019;08;17;serenan;723060;9844579;cd
s1095;Rocky_Point_Den;2010-06-21;2010;06;21;happyzebra;716191;9842646;cd
s10950;DeGaulle_Den;2013-08-20;2013;08;20;serenan;723652;9844975;cd
s109503;Runway_Den;2019-08-19;2019;08;19;serenan;723060;9844579;cd
s109507;Runway_Den_3;2019-08-21;2019;08;21;serenan;723190;9844517;cd
s109508;Runway_Den;2019-08-21;2019;08;21;serenan;723060;9844579;cd
s109511;Runway_Den;2019-08-23;2019;08;23;serenan;723060;9844579;cd
s109512;Runway_Den;2019-08-25;2019;08;25;serenan;723060;9844579;cd
s109513;Runway_Den;2019-08-25;2019;08;25;serenan;723060;9844579;cd
s10952;DeGaulle_Den;2013-08-21;2013;08;21;serenan;723652;9844975;cd
s109522;Runway_Den;2019-08-26;2019;08;26;serenan;723060;9844579;cd
s109525;Runway_Den;2019-08-28;2019;08;28;serenan;723060;9844579;cd
s109529;Runway_Den;2019-08-31;2019;08;31;serenan;723060;9844579;cd
s10953;DeGaulle_Den;2013-08-22;2013;08;22;serenan;723652;9844975;cd
s109534;Runway_Den;2019-09-02;2019;09;02;serenan;723060;9844579;cd
s109536;Runway_Den;2019-09-04;2019;09;04;serenan;723060;9844579;cd
s10954;DeGaulle_Den;2013-08-22;2013;08;22;serenan;723652;9844975;cd
s109541;Runway_Den;2019-09-06;2019;09;06;serenan;723060;9844579;cd
s10955;DeGaulle_Den;2013-08-23;2013;08;23;serenan;723652;9844975;cd
s109555;Runway_Den;2019-09-08;2019;09;08;serenan;723060;9844579;cd
s109559;Runway_Den;2019-09-09;2019;09;09;serenan;723060;9844579;cd
s109566;Runway_Den;2019-09-11;2019;09;11;serenan;723060;9844579;cd
s109567;Runway_Den;2019-09-13;2019;09;13;serenan;723060;9844579;cd
s109571;Runway_Den;2019-09-15;2019;09;15;serenan;723060;9844579;cd
s109580;Runway_Den;2019-09-17;2019;09;17;serenan;723060;9844579;cd
s109581;Runway_Den;2019-09-18;2019;09;18;serenan;723060;9844579;cd
s109582;Runway_Den;2019-09-19;2019;09;19;serenan;723060;9844579;cd
s109585;Runway_Den;2019-09-20;2019;09;20;serenan;723060;9844579;cd
s109587;Runway_Den;2019-09-22;2019;09;22;serenan;723060;9844579;cd
s109588;Runway_Den;2019-09-24;2019;09;24;serenan;723060;9844579;cd
s109592;Runway_Den;2019-09-25;2019;09;25;serenan;723060;9844579;cd
s109594;Runway_Den;2019-09-27;2019;09;27;serenan;723060;9844579;cd
s109606;Runway_Den;2019-09-29;2019;09;29;serenan;723060;9844579;cd
s10961;DeGaulle_Den;2013-08-24;2013;08;24;serenan;723652;9844975;cd
s109635;Snowbird_Den;2019-07-24;2019;07;24;serenas;725146;9840846;cd
s109636;Snowbird_Den;2019-07-25;2019;07;25;serenas;725146;9840846;cd
s109637;Snowbird_Den;2019-07-26;2019;07;26;serenas;725146;9840846;cd
s109641;Snowbird_Den;2019-07-27;2019;07;27;serenas;725146;9840846;cd
s109643;Snowbird_Den;2019-07-29;2019;07;29;serenas;725146;9840846;cd
s109644;Snowbird_Den;2019-07-31;2019;07;31;serenas;725146;9840846;cd
s109649;Snowbird_Den;2019-08-02;2019;08;02;serenas;725146;9840846;cd
s109653;Snowbird_Den;2019-08-03;2019;08;03;serenas;725146;9840846;cd
s109655;Snowbird_Den;2019-08-05;2019;08;05;serenas;725146;9840846;cd
s10966;DeGaulle_Den;2013-08-24;2013;08;24;serenan;723652;9844975;cd
s109660;Snowbird_Den;2019-08-06;2019;08;06;serenas;725146;9840846;cd
s109664;Snowbird_Den;2019-08-08;2019;08;08;serenas;725146;9840846;cd
s109665;Snowbird_Den;2019-08-10;2019;08;10;serenas;725146;9840846;cd
s109669;Snowbird_Den;2019-08-12;2019;08;12;serenas;725146;9840846;cd
s109671;Snowbird_Den;2019-08-14;2019;08;14;serenas;725146;9840846;cd
s109676;Snowbird_Den;2019-08-15;2019;08;15;serenas;725146;9840846;cd
s109677;Snowbird_Den;2019-08-17;2019;08;17;serenas;725146;9840846;cd
s109680;Snowbird_Den;2019-08-19;2019;08;19;serenas;725146;9840846;cd
s109685;Snowbird_Den;2019-08-20;2019;08;20;serenas;725146;9840846;cd
s109691;Dawn_Den;2019-08-23;2019;08;23;serenas;725153;9840668;cd
s109694;Dawn_Den;2019-08-24;2019;08;24;serenas;725153;9840668;cd
s109695;Dawn_Den;2019-08-26;2019;08;26;serenas;725153;9840668;cd
s109696;Dawn_Den;2019-08-26;2019;08;26;serenas;725153;9840668;cd
s109698;Dawn_Den;2019-08-26;2019;08;26;serenas;725153;9840668;cd
s10970;DeGaulle_Den;2013-08-26;2013;08;26;serenan;723652;9844975;cd
s109703;Dawn_Den;2019-08-27;2019;08;27;serenas;725153;9840668;cd
s109704;Dawn_Den;2019-08-30;2019;08;30;serenas;725153;9840668;cd
s10971;DeGaulle_Den;2013-08-27;2013;08;27;serenan;723652;9844975;cd
s109710;Dawn_Den;2019-09-01;2019;09;01;serenas;725153;9840668;cd
s109712;Dawn_Den;2019-09-04;2019;09;04;serenas;725153;9840668;cd
s109719;Dawn_Den;2019-09-05;2019;09;05;serenas;725153;9840668;cd
s10972;DeGaulle_Den;2013-08-27;2013;08;27;serenan;723652;9844975;cd
s109721;Dawn_Den;2019-09-08;2019;09;08;serenas;725153;9840668;cd
s109735;Dawn_Den;2019-09-09;2019;09;09;serenas;725153;9840668;cd
s109737;Dawn_Den;2019-09-11;2019;09;11;serenas;725153;9840668;cd
s109738;Dawn_Den_2;2019-09-11;2019;09;11;serenas;725266;9840651;cd
s109744;Dawn_Den;2019-09-12;2019;09;12;serenas;725153;9840668;cd
s109746;Dawn_Den;2019-09-14;2019;09;14;serenas;725153;9840668;cd
s109746.1;Dawn_Den_2;2019-09-14;2019;09;14;serenas;725266;9840651;cd
s109749;Dawn_Den_2;2019-09-17;2019;09;17;serenas;725266;9840651;cd
s109754;Dawn_Den_2;2019-09-18;2019;09;18;serenas;725266;9840651;cd
s109756;Dawn_Den_2;2019-09-20;2019;09;20;serenas;725266;9840651;cd
s109763;Dawn_Den_2;2019-09-22;2019;09;22;serenas;725266;9840651;cd
s109764;Foggy_Den;2019-09-22;2019;09;22;serenas;724958;9840745;cd
s109771;Foggy_Den;2019-09-23;2019;09;23;serenas;724958;9840745;cd
s109772;Dawn_Den_2;2019-09-23;2019;09;23;serenas;725266;9840651;cd
s109774;Foggy_Den;2019-09-25;2019;09;25;serenas;724958;9840745;cd
s109775;Dawn_Den_2;2019-09-25;2019;09;25;serenas;725266;9840651;cd
s109776;Foggy_Den;2019-09-25;2019;09;25;serenas;724958;9840745;cd
s10978.1;DeGaulle_Den;2013-08-28;2013;08;28;serenan;723652;9844975;cd
s109780;Dawn_Den_2;2019-09-27;2019;09;27;serenas;725266;9840651;cd
s109781;Foggy_Den;2019-09-27;2019;09;27;serenas;724958;9840745;cd
s109786;Dawn_Den_2;2019-09-29;2019;09;29;serenas;725266;9840651;cd
s109787;Foggy_Den;2019-09-29;2019;09;29;serenas;724958;9840745;cd
s109797;Dawn_Den_2;2019-09-30;2019;09;30;serenas;725266;9840651;cd
s109798;Lugga_Den_II;2019-07-01;2019;07;01;happyzebra;718642;9844590;cd
s109799;Lugga_Den_II;2019-07-03;2019;07;03;happyzebra;718642;9844590;cd
s109804;Wapi_Dave_Den;2019-07-04;2019;07;04;happyzebra;714577;9847556;cd
s109806;Wapi_Dave_Den;2019-07-10;2019;07;10;happyzebra;714577;9847556;cd
s10981;DeGaulle_Den;2013-08-30;2013;08;30;serenan;723652;9844975;cd
s109810;Lugga_Den_II;2019-07-11;2019;07;11;happyzebra;718642;9844590;cd
s109813;Wapi_Dave_Den;2019-07-12;2019;07;12;happyzebra;714577;9847556;cd
s109814;Lugga_Den_II;2019-07-15;2019;07;15;happyzebra;718642;9844590;cd
s109815;Wapi_Dave_Den;2019-07-17;2019;07;17;happyzebra;714577;9847556;cd
s109818;Lugga_Den_II;2019-07-17;2019;07;17;happyzebra;718642;9844590;cd
s109821;Wapi_Dave_Den;2019-07-19;2019;07;19;happyzebra;714577;9847556;cd
s109823.1;Lugga_Den_II;2019-07-19;2019;07;19;happyzebra;718642;9844590;cd
s109824;Lugga_Den_II;2019-07-21;2019;07;21;happyzebra;718642;9844590;cd
s109827;Wapi_Dave_Den;2019-07-22;2019;07;22;happyzebra;714577;9847556;cd
s109831;Lugga_Den_II;2019-07-23;2019;07;23;happyzebra;718642;9844590;cd
s109835;Wapi_Dave_Den;2019-07-27;2019;07;27;happyzebra;714577;9847556;cd
s109839;Lugga_Den;2019-07-28;2019;07;28;happyzebra;718649;9844548;cd
s109843;Wapi_Dave_Den;2019-07-30;2019;07;30;happyzebra;714577;9847556;cd
s109847;Lugga_Den_II;2019-08-01;2019;08;01;happyzebra;718642;9844590;cd
s109849;Lugga_Den_II;2019-08-03;2019;08;03;happyzebra;718642;9844590;cd
s109854;Wapi_Dave_Den;2019-08-04;2019;08;04;happyzebra;714577;9847556;cd
s109859;Wapi_Dave_Den;2019-08-06;2019;08;06;happyzebra;714577;9847556;cd
s109862;Lugga_Den_II;2019-08-08;2019;08;08;happyzebra;718642;9844590;cd
s109866;Wapi_Dave_Den;2019-08-09;2019;08;09;happyzebra;714577;9847556;cd
s109869;Lugga_Den_II;2019-08-12;2019;08;12;happyzebra;718642;9844590;cd
s10987;DeGaulle_Den;2013-08-30;2013;08;30;serenan;723652;9844975;cd
s109873;Wapi_Dave_Den;2019-08-13;2019;08;13;happyzebra;714577;9847556;cd
s109876;Lugga_Den_II;2019-08-15;2019;08;15;happyzebra;718642;9844590;cd
s109880;Lugga_Den_II;2019-08-16;2019;08;16;happyzebra;718642;9844590;cd
s109882;Wapi_Dave_Den;2019-08-18;2019;08;18;happyzebra;714577;9847556;cd
s109886;Wapi_Dave_Den;2019-08-20;2019;08;20;happyzebra;714577;9847556;cd
s109889;Lugga_Den_II;2019-08-22;2019;08;22;happyzebra;718642;9844590;cd
s10989;DeGaulle_Den;2013-08-31;2013;08;31;serenan;723652;9844975;cd
s109890;Lugga_Den_II;2019-08-24;2019;08;24;happyzebra;718642;9844590;cd
s109893;Wapi_Dave_Den;2019-08-25;2019;08;25;happyzebra;714577;9847556;cd
s109896;Wapi_Dave_Den;2019-08-27;2019;08;27;happyzebra;714577;9847556;cd
s109899;Lugga_Den_II;2019-08-29;2019;08;29;happyzebra;718642;9844590;cd
s1099;Rocky_Point_Den;2010-06-22;2010;06;22;happyzebra;716191;9842646;cd
s10990;DeGaulle_Den;2013-09-01;2013;09;01;serenan;723652;9844975;cd
s109904;Lugga_Den_II;2019-09-01;2019;09;01;happyzebra;718642;9844590;cd
s109910;Wapi_Dave_Den;2019-09-03;2019;09;03;happyzebra;714577;9847556;cd
s109913;Lugga_Den_II;2019-09-03;2019;09;03;happyzebra;718642;9844590;cd
s109920;Wapi_Dave_Den;2019-09-05;2019;09;05;happyzebra;714577;9847556;cd
s109922;Lugga_Den_II;2019-09-05;2019;09;05;happyzebra;718642;9844590;cd
s109929;Lugga_Den_II;2019-09-06;2019;09;06;happyzebra;718642;9844590;cd
s109930;Lugga_Den_II;2019-09-09;2019;09;09;happyzebra;718642;9844590;cd
s109934;Armani_Den;2019-09-10;2019;09;10;happyzebra;715027;9847714;cd
s109938;Armani_Den;2019-09-12;2019;09;12;happyzebra;715027;9847714;cd
s109940;Lugga_Den_II;2019-09-14;2019;09;14;happyzebra;718642;9844590;cd
s109942;Lugga_Den_II;2019-09-16;2019;09;16;happyzebra;718642;9844590;cd
s109951;Lugga_Den_II;2019-09-18;2019;09;18;happyzebra;718642;9844590;cd
s109955;Lugga_Den_II;2019-09-19;2019;09;19;happyzebra;718642;9844590;cd
s109956;Lugga_Den_II;2019-09-21;2019;09;21;happyzebra;718642;9844590;cd
s109958;Armani_Den;2019-09-21;2019;09;21;happyzebra;715027;9847714;cd
s10996;DeGaulle_Den;2013-09-01;2013;09;01;serenan;723652;9844975;cd
s109962;Lugga_Den_II;2019-09-23;2019;09;23;happyzebra;718642;9844590;cd
s109969;Lugga_Den_II;2019-09-24;2019;09;24;happyzebra;718642;9844590;cd
s109971;Armani_Den;2019-09-26;2019;09;26;happyzebra;715027;9847714;cd
s109976;Lilac_Breasted_Roller_Den;2019-09-28;2019;09;28;happyzebra;714856;9847447;cd
s10998;DeGaulle_Den;2013-09-01;2013;09;01;serenan;723652;9844975;cd
s109981;Lilac_Breasted_Roller_Den;2019-09-30;2019;09;30;happyzebra;714856;9847447;cd
s109988;Runway_Den;2019-10-01;2019;10;01;serenan;723060;9844579;cd
s10999;DeGaulle_Den;2013-09-02;2013;09;02;serenan;723652;9844975;cd
s109995;Runway_Den;2019-10-04;2019;10;04;serenan;723060;9844579;cd
s11000;DeGaulle_Den;2013-09-02;2013;09;02;serenan;723652;9844975;cd
s110004;Runway_Den;2019-10-05;2019;10;05;serenan;723060;9844579;cd
s110009;Runway_Den;2019-10-07;2019;10;07;serenan;723060;9844579;cd
s110018;Runway_Den;2019-10-13;2019;10;13;serenan;723060;9844579;cd
s110025;Runway_Den;2019-10-16;2019;10;16;serenan;723060;9844579;cd
s110035;Runway_Den;2019-10-17;2019;10;17;serenan;723060;9844579;cd
s110036;Runway_Den;2019-10-21;2019;10;21;serenan;723060;9844579;cd
s110053;Runway_Den;2019-10-24;2019;10;24;serenan;723060;9844579;cd
s110058;Runway_Den;2019-10-25;2019;10;25;serenan;723060;9844579;cd
s110068;Runway_Den;2019-10-27;2019;10;27;serenan;723060;9844579;cd
s110073;Runway_Den;2019-10-29;2019;10;29;serenan;723060;9844579;cd
s110084;Runway_Den;2019-10-31;2019;10;31;serenan;723060;9844579;cd
s110086;Runway_Den;2019-11-02;2019;11;02;serenan;723060;9844579;cd
s110092;Runway_Den;2019-11-05;2019;11;05;serenan;723060;9844579;cd
s110098;Runway_Den;2019-11-06;2019;11;06;serenan;723060;9844579;cd
s110099;Runway_Den;2019-11-08;2019;11;08;serenan;723060;9844579;cd
s110114;Runway_Den;2019-11-09;2019;11;09;serenan;723060;9844579;cd
s110115;Runway_Den;2019-11-11;2019;11;11;serenan;723060;9844579;cd
s110123;Runway_Den;2019-11-12;2019;11;12;serenan;723060;9844579;cd
s110125;Runway_Den;2019-11-14;2019;11;14;serenan;723060;9844579;cd
s110130;Runway_Den;2019-11-15;2019;11;15;serenan;723060;9844579;cd
s110131;Runway_Den;2019-11-17;2019;11;17;serenan;723060;9844579;cd
s110140;Runway_Den;2019-11-20;2019;11;20;serenan;723060;9844579;cd
s110143;Runway_Den;2019-11-26;2019;11;26;serenan;723060;9844579;cd
s110147;Runway_Den;2019-12-01;2019;12;01;serenan;723060;9844579;cd
s110159;Runway_Den;2019-12-14;2019;12;14;serenan;723060;9844579;cd
s110166;Runway_Den;2019-12-17;2019;12;17;serenan;723060;9844579;cd
s110170;DeGaulle_Den;2019-12-24;2019;12;24;serenan;723652;9844975;cd
s110172;Runway_Den;2019-12-24;2019;12;24;serenan;723060;9844579;cd
s110175;Runway_Den;2019-12-25;2019;12;25;serenan;723060;9844579;cd
s110182;Runway_Den;2019-12-31;2019;12;31;serenan;723060;9844579;cd
s110184;Oceanic_Den;2019-10-03;2019;10;03;serenas;725466;9841032;cd
s110188;Oceanic_Den;2019-10-05;2019;10;05;serenas;725466;9841032;cd
s110189;Oceanic_Den;2019-10-05;2019;10;05;serenas;725466;9841032;cd
s110195;Oceanic_Den;2019-10-06;2019;10;06;serenas;725466;9841032;cd
s110196.1;Oceanic_Den;2019-10-12;2019;10;12;serenas;725466;9841032;cd
s110197;Big_Sky_Den;2019-10-12;2019;10;12;serenas;725670;9841131;cd
s110198;Oceanic_Den;2019-10-12;2019;10;12;serenas;725466;9841032;cd
s110206;Big_Sky_Den;2019-10-15;2019;10;15;serenas;725670;9841131;cd
s110207;Big_Sky_Den;2019-10-17;2019;10;17;serenas;725670;9841131;cd
s110213;Big_Sky_Den;2019-10-19;2019;10;19;serenas;725670;9841131;cd
s110216;Big_Sky_Den;2019-10-22;2019;10;22;serenas;725670;9841131;cd
s110217;Big_Sky_Den;2019-10-22;2019;10;22;serenas;725670;9841131;cd
s11022;Cinnabon_Den;2013-09-10;2013;09;10;serenan;724027;9845768;cd
s110224;Big_Sky_Den;2019-10-23;2019;10;23;serenas;725670;9841131;cd
s110225;Dudu_Den;2019-10-23;2019;10;23;serenas;725634;9840969;cd
s110228;Big_Sky_Den;2019-10-23;2019;10;23;serenas;725670;9841131;cd
s11024;Cinnabon_Den;2013-09-12;2013;09;12;serenan;724027;9845768;cd
s110242;Big_Sky_Den;2019-10-28;2019;10;28;serenas;725670;9841131;cd
s110243;Big_Sky_Den;2019-10-28;2019;10;28;serenas;725670;9841131;cd
s110244;Big_Sky_Den;2019-10-31;2019;10;31;serenas;725670;9841131;cd
s110253;Big_Sky_Den;2019-11-04;2019;11;04;serenas;725670;9841131;cd
s110258;Big_Sky_Den;2019-11-04;2019;11;04;serenas;725670;9841131;cd
s110272;Big_Bush_Communal_Den;2019-11-07;2019;11;07;serenas;748061;9838502;d
s110274;Big_Sky_Den;2019-11-09;2019;11;09;serenas;725670;9841131;cd
s110276;Hanging_Gardens_Den;2019-11-09;2019;11;09;serenas;724783;9841530;cd
s110280;Hanging_Gardens_Den;2019-11-10;2019;11;10;serenas;724783;9841530;cd
s110281;Hanging_Gardens_Den;2019-11-10;2019;11;10;serenas;724783;9841530;cd
s110284;Hanging_Gardens_Den;2019-11-12;2019;11;12;serenas;724783;9841530;cd
s110285;Hanging_Gardens_Den;2019-11-12;2019;11;12;serenas;724783;9841530;cd
s110295;Hanging_Gardens_Den;2019-11-13;2019;11;13;serenas;724783;9841530;cd
s110296;Hanging_Gardens_Den;2019-11-15;2019;11;15;serenas;724783;9841530;cd
s110306;Hanging_Gardens_Den;2019-11-16;2019;11;16;serenas;724783;9841530;cd
s110310;Hanging_Gardens_Den;2019-11-18;2019;11;18;serenas;724783;9841530;cd
s110319;Hanging_Gardens_Den;2019-11-22;2019;11;22;serenas;724783;9841530;cd
s110327;Hanging_Gardens_Den;2019-11-30;2019;11;30;serenas;724783;9841530;cd
s11033;Cinnabon_Den;2013-09-13;2013;09;13;serenan;724027;9845768;cd
s110331;Hanging_Gardens_Den;2019-12-16;2019;12;16;serenas;724783;9841530;cd
s110333;Jalapeno_Den;2019-10-01;2019;10;01;happyzebra;718268;9844620;cd
s110339;Lilac_Breasted_Roller_Den;2019-10-04;2019;10;04;happyzebra;714856;9847447;cd
s11034;Cinnabon_Den;2013-09-15;2013;09;15;serenan;724027;9845768;cd
s110342;Jalapeno_Den;2019-10-06;2019;10;06;happyzebra;718268;9844620;cd
s110348;Jalapeno_Den;2019-10-07;2019;10;07;happyzebra;718268;9844620;cd
s110350;Jalapeno_Den;2019-10-07;2019;10;07;happyzebra;718268;9844620;cd
s110351;Jalapeno_Den;2019-10-14;2019;10;14;happyzebra;718268;9844620;cd
s110362;Jalapeno_Den;2019-10-16;2019;10;16;happyzebra;718268;9844620;cd
s110363;Challah_Den;2019-10-16;2019;10;16;happyzebra;717707;9844717;cd
s110368;Sleepy_Den;2019-10-18;2019;10;18;happyzebra;731627;9840990;cd
s110372;Nogales_Den;2019-10-21;2019;10;21;happyzebra;716267;9842643;cd
s110374;Innocent_Den;2019-10-21;2019;10;21;happyzebra;717831;9844399;cd
s110381;Nogales_Den;2019-10-23;2019;10;23;happyzebra;716267;9842643;cd
s110386;Challah_Den;2019-10-24;2019;10;24;happyzebra;717707;9844717;cd
s110388;Nogales_Den;2019-10-24;2019;10;24;happyzebra;716267;9842643;cd
s110389;Nogales_Den;2019-10-26;2019;10;26;happyzebra;716267;9842643;cd
s110392;Challah_Den;2019-10-26;2019;10;26;happyzebra;717707;9844717;cd
s110393;Sleepy_Den;2019-10-26;2019;10;26;happyzebra;731627;9840990;cd
s110396;Sleepy_Den;2019-10-28;2019;10;28;happyzebra;731627;9840990;cd
s110397;Challah_Den;2019-10-28;2019;10;28;happyzebra;717707;9844717;cd
s110398;Hullabaloo_Den_2;2019-10-28;2019;10;28;happyzebra;716585;9843403;cd
s110399;Nogales_Den;2019-10-28;2019;10;28;happyzebra;716267;9842643;cd
s1104;Rocky_Point_Den;2010-06-23;2010;06;23;happyzebra;716191;9842646;cd
s110403;Sleepy_Den;2019-10-30;2019;10;30;happyzebra;731627;9840990;cd
s110405;Nogales_Den;2019-11-01;2019;11;01;happyzebra;716267;9842643;cd
s110408;Nogales_Den;2019-11-03;2019;11;03;happyzebra;716267;9842643;cd
s11041;Cinnabon_Den;2013-09-16;2013;09;16;serenan;724027;9845768;cd
s110411;Nogales_Den;2019-11-05;2019;11;05;happyzebra;716267;9842643;cd
s110413;Sleepy_Den;2019-11-05;2019;11;05;happyzebra;731627;9840990;cd
s110415;Nogales_Den;2019-11-07;2019;11;07;happyzebra;716267;9842643;cd
s110423;Nogales_Den;2019-11-10;2019;11;10;happyzebra;716267;9842643;cd
s110433;Nogales_Den;2019-11-11;2019;11;11;happyzebra;716267;9842643;cd
s110436;Nogales_Den;2019-11-13;2019;11;13;happyzebra;716267;9842643;cd
s110447;Nogales_Den;2019-11-14;2019;11;14;happyzebra;716267;9842643;cd
s110450;Nogales_Den;2019-11-16;2019;11;16;happyzebra;716267;9842643;cd
s110453;Nogales_Den;2019-11-18;2019;11;18;happyzebra;716267;9842643;cd
s110455;Nogales_Den;2019-11-18;2019;11;18;happyzebra;716267;9842643;cd
s110463;Nogales_Den;2019-11-21;2019;11;21;happyzebra;716267;9842643;cd
s110464;Tijuana_Den;2019-11-30;2019;11;30;happyzebra;716446;9842598;cd
s110466;Tijuana_Den;2019-12-07;2019;12;07;happyzebra;716446;9842598;cd
s110468;Tijuana_Den;2019-12-17;2019;12;17;happyzebra;716446;9842598;cd
s110474;Runway_Den;2020-01-03;2020;01;03;serenan;723060;9844579;cd
s110489;Runway_Den;2020-01-04;2020;01;04;serenan;723060;9844579;cd
s110492;Runway_Den;2020-01-06;2020;01;06;serenan;723060;9844579;cd
s1105;Texarkana_Den;2010-06-23;2010;06;23;happyzebra;716373;9842739;cd
s110505;Runway_Den;2020-01-08;2020;01;08;serenan;723060;9844579;cd
