session;landmark_id;date;year;month;clan;utme;utmn;category
s4447;FML_Den;2010-11-12;2010;11;serenas;725171;9841252;cd
s4532;Sawyer_Den;2010-12-12;2010;12;serenas;725256;9840952;cd
s459;Holy_Grail_Den;2009-04-01;2009;04;happyzebra;719087;9840152;cd
s4605;Lighthouse_Den;2010-12-28;2010;12;serenas;727206;9840510;cd
s4645;Sawyer_Den;2011-01-04;2011;01;serenas;725256;9840952;cd
s4646;Lighthouse_Den;2011-01-04;2011;01;serenas;727206;9840510;cd
s4661;Heath_Den;2011-01-06;2011;01;serenas;726486;9842170;cd
s4791;Ajira_Den;2011-01-29;2011;01;serenas;727214;9840612;cd
s4804;Lighthouse_Den;2011-02-01;2011;02;serenas;727206;9840510;cd
s4810;The_Staff_Den;2011-02-03;2011;02;serenas;727253;9840510;cd
s4872;Ajira_Den;2011-02-14;2011;02;serenas;727214;9840612;cd
s4907;Lighthouse_Den;2011-03-02;2011;03;serenas;727206;9840510;cd
s4914;Suzi_Den;2011-03-07;2011;03;serenas;726298;9842460;cd
s4927;Reese's_Den;2011-03-13;2011;03;serenas;726279;9842474;cd
s4956;Suzi_Den;2011-04-02;2011;04;serenas;726298;9842460;cd
s4962;Reese's_Den;2011-04-03;2011;04;serenas;726279;9842474;cd
s5002;Ice_Age_Den;2011-04-26;2011;04;serenas;727052;9842117;cd
s5007;Suzi_Den;2011-05-02;2011;05;serenas;726298;9842460;cd
s5008;Kit_Kat_Den;2011-05-02;2011;05;serenas;726433;9842488;cd
s5047;Twix_Den;2011-05-19;2011;05;serenas;726356;9842540;cd
s5058;Suzi_Den_II;2011-05-22;2011;05;serenas;726321;9842497;cd
s5072;Suzi_Den;2011-06-02;2011;06;serenas;726298;9842460;cd
s5076;Heath_Den;2011-06-02;2011;06;serenas;726486;9842170;cd
s5099;Reese's_Den;2011-06-09;2011;06;serenas;726279;9842474;cd
s5126.1;Kit_Kat_Den;2011-06-19;2011;06;serenas;726433;9842488;cd
s5144;Ice_Age_Den;2011-06-25;2011;06;serenas;727052;9842117;cd
s5164;Suzi_Den;2011-07-01;2011;07;serenas;726298;9842460;cd
s5165;Milky_Way_Den_Deleted;2011-07-01;2011;07;serenas;726313;9842410;cd
s5213;The_Hatch_Den;2011-07-11;2011;07;serenas;727333;9840695;cd
s526;Holy_Grail_Den;2009-05-01;2009;05;happyzebra;719087;9840152;cd
s5275;The_Hatch_Den;2011-08-02;2011;08;serenas;727333;9840695;cd
s5769;The_Hatch_Den;2011-11-26;2011;11;serenas;727333;9840695;cd
s5830;The_Hatch_Den;2011-12-05;2011;12;serenas;727333;9840695;cd
s5945;Schiphol_Den;2011-01-05;2011;01;serenan;723441;9844921;cd
s5947;Ollivander's_Den;2011-01-05;2011;01;serenan;719224;9848877;cd
s5961;Helsinki_Den;2011-01-08;2011;01;serenan;719644;9851282;cd
s5982;Oslo_Den;2011-01-19;2011;01;serenan;719597;9851224;cd
s5989.1;Stockholm_Den;2011-01-21;2011;01;serenan;719632;9851320;cd
s6023;Copenhagen_Den;2011-01-28;2011;01;serenan;719620;9851394;cd
s6034;Tallinn_Den;2011-01-30;2011;01;serenan;719639;9851358;cd
s6045;Copenhagen_Den;2011-02-02;2011;02;serenan;719620;9851394;cd
s6055;Schiphol_Den;2011-02-03;2011;02;serenan;723441;9844921;cd
s6074;Reykjavik_Den;2011-02-07;2011;02;serenan;719658;9851418;cd
s6128.1;Gothenburg_Den;2011-02-28;2011;02;serenan;719679;9851370;cd
s6128.3;Aarhus_Den;2011-02-28;2011;02;serenan;719884;9851382;cd
s6129.1;Reykjavik_Den;2011-03-01;2011;03;serenan;719658;9851418;cd
s6129.3;Schiphol_Den;2011-03-01;2011;03;serenan;723441;9844921;cd
s6129.7;Aarhus_Den;2011-03-03;2011;03;serenan;719884;9851382;cd
s6130.7;Moscow_Den;2011-03-05;2011;03;serenan;719942;9851358;cd
s618;Holy_Grail_Den;2009-06-02;2009;06;happyzebra;719087;9840152;cd
s6213.1;St_Petersburg_Den;2011-03-31;2011;03;serenan;719940;9851218;cd
s6228;Schiphol_Den;2011-04-06;2011;04;serenan;723441;9844921;cd
s6265;Nyumba_Ndege_Den;2011-04-22;2011;04;serenan;724224;9846508;cd
s6266;Scrapple_Den;2011-04-22;2011;04;serenan;724111;9846482;cd
s6274.1;Nyumba_Ndege_Den;2011-05-01;2011;05;serenan;724224;9846508;cd
s6279.1;Scrapple_Den;2011-05-03;2011;05;serenan;724111;9846482;cd
s6298.1;Schiphol_Den;2011-05-08;2011;05;serenan;723441;9844921;cd
s6423;Nyumba_Ndege_Den;2011-06-02;2011;06;serenan;724224;9846508;cd
s6464;Scrapple_Den;2011-06-08;2011;06;serenan;724111;9846482;cd
s6470;Grits_Den;2011-06-11;2011;06;serenan;724180;9846138;cd
s654.1;Holy_Grail_Den;2009-07-02;2009;07;happyzebra;719087;9840152;cd
s6576;Crepes_Den;2011-06-26;2011;06;serenan;724243;9846030;cd
s6616;Crepes_Den;2011-07-01;2011;07;serenan;724243;9846030;cd
s6617;Grits_Den;2011-07-01;2011;07;serenan;724180;9846138;cd
s6746;Frittata_Den;2011-07-23;2011;07;serenan;723884;9846260;cd
s6766;Scrapple_Den;2011-07-28;2011;07;serenan;724111;9846482;cd
s6782;Chex_Den;2011-07-29;2011;07;serenan;723983;9846130;cd
s6811;Frittata_Den;2011-08-01;2011;08;serenan;723884;9846260;cd
s6812;Chex_Den;2011-08-01;2011;08;serenan;723983;9846130;cd
s6866;Bergen_Den;2011-08-24;2011;08;serenan;720253;9851464;cd
s6900;Bergen_Den;2011-09-03;2011;09;serenan;720253;9851464;cd
s6916;Vaasa_Den;2011-09-13;2011;09;serenan;720189;9851280;cd
s6923;Kolding_Den;2011-09-17;2011;09;serenan;720256;9851264;cd
s6981;Kolding_Den;2011-10-03;2011;10;serenan;720256;9851264;cd
s7049;Copenhagen_Den;2011-10-23;2011;10;serenan;719620;9851394;cd
s7058;Salander_Den;2011-10-26;2011;10;serenan;720032;9850724;cd
s7068;Salander_Den;2011-11-01;2011;11;serenan;720032;9850724;cd
s7138;Riga_Den;2011-11-12;2011;11;serenan;720119;9850866;cd
s7242;Gila_River_Den_III;2011-01-03;2011;01;happyzebra;716452;9843748;cd
s7243;Gila_River_Den_II;2011-01-03;2011;01;happyzebra;716426;9843696;cd
s725;Holy_Grail_Den_II;2009-08-03;2009;08;happyzebra;718859;9840103;cd
s7280;Sweetgrass_Den;2011-01-22;2011;01;happyzebra;716351;9844270;cd
s7281;Sault_St._Marie_Den;2011-01-25;2011;01;happyzebra;716352;9844324;cd
s7286;Cocobeach_Den;2011-02-13;2011;02;happyzebra;716199;9844306;cd
s7289;Sweetgrass_Den;2011-02-13;2011;02;happyzebra;716351;9844270;cd
s7290;Strasbourg_Den;2011-02-13;2011;02;happyzebra;716325;9844272;cd
s7291;Kinshasa_Den;2011-02-13;2011;02;happyzebra;716290;9844312;cd
s7301;Vaasa_Den;2012-01-26;2012;01;serenan;720189;9851280;cd
s7334;Hit_and_Run_Den;2011-03-10;2011;03;happyzebra;716588;9845972;cd
s7338;Embezzlement_Den;2011-03-12;2011;03;happyzebra;716439;9845940;cd
s7352;Driving_under_the_Influence_Den;2011-03-26;2011;03;happyzebra;716653;9846058;cd
s7360;Driving_under_the_Influence_Den;2011-04-01;2011;04;happyzebra;716653;9846058;cd
s7365;Hit_and_Run_Den;2011-04-05;2011;04;happyzebra;716588;9845972;cd
s7366;Grand_Theft_Auto_Den;2011-04-10;2011;04;happyzebra;717033;9844406;cd
s7384;Alamo_Den;2011-05-10;2011;05;happyzebra;719098;9840106;cd
s7429;Alamo_Den;2011-06-01;2011;06;happyzebra;719098;9840106;cd
s750;Tijuana_Den;2009-08-18;2009;08;happyzebra;716446;9842598;cd
s7513;Alamo_Den;2011-07-02;2011;07;happyzebra;719098;9840106;cd
s7522;Holy_Grail_Den;2011-07-08;2011;07;happyzebra;719087;9840152;cd
s7584;Holy_Grail_Den;2011-08-01;2011;08;happyzebra;719087;9840152;cd
s7653;Nogales_Den;2011-10-23;2011;10;happyzebra;716267;9842643;cd
s7655;Windsor_Den;2011-10-31;2011;10;happyzebra;716432;9842596;cd
s7659;Windsor_Den;2011-11-10;2011;11;happyzebra;716432;9842596;cd
s7666;Windsor_Den;2011-12-10;2011;12;happyzebra;716432;9842596;cd
s780;Tijuana_Den;2009-09-03;2009;09;happyzebra;716446;9842598;cd
s7931;Malmö_Den;2012-06-30;2012;06;serenan;720175;9851218;cd
s7946;Malmö_Den;2012-07-02;2012;07;serenan;720175;9851218;cd
s795;Juarez_Den;2009-09-11;2009;09;happyzebra;716375;9842579;cd
s802;Nogales_Den;2009-09-18;2009;09;happyzebra;716267;9842643;cd
s8058;Krakow_Den;2012-07-30;2012;07;serenan;719919;9851134;cd
s8061.1;Krakow_Den;2012-08-03;2012;08;serenan;719919;9851134;cd
s8065;Vaasa_Den;2012-02-01;2012;02;serenan;720189;9851280;cd
s8090;Malmö_Den;2012-02-09;2012;02;serenan;720175;9851218;cd
s8164;Guca_Den;2012-03-09;2012;03;serenan;720474;9851196;cd
s8208;Malmö_Den;2012-03-25;2012;03;serenan;720175;9851218;cd
s821;Nogales_Den;2009-10-05;2009;10;happyzebra;716267;9842643;cd
s823;Tijuana_Den;2009-10-05;2009;10;happyzebra;716446;9842598;cd
s8230;Guca_Den;2012-04-01;2012;04;serenan;720474;9851196;cd
s8241;Malmö_Den;2012-04-12;2012;04;serenas;720175;9851218;cd
s8322;Belgrade_Den;2012-08-29;2012;08;serenan;719841;9851154;cd
s8323;Budapest_Den;2012-08-29;2012;08;serenan;719781;9851170;cd
s8329;Budapest_Den;2012-09-01;2012;09;serenan;719781;9851170;cd
s8371;Budapest_Den;2012-10-01;2012;10;serenan;719781;9851170;cd
s8383;J_Fab_Den;2012-10-22;2012;10;serenan;718389;9849092;cd
s8419;J_Fab_Den;2012-11-06;2012;11;serenan;718389;9849092;cd
s8591;Merry_Christmas_Den;2012-12-27;2012;12;serenan;719746;9847140;cd
s8600;The_Hatch_Den;2012-01-01;2012;01;serenas;727333;9840695;cd
s8639;The_Hatch_Den;2012-02-01;2012;02;serenas;727333;9840695;cd
s8728;The_Hatch_Den;2012-03-02;2012;03;serenas;727333;9840695;cd
s8736;Kahana_Den;2012-03-05;2012;03;serenas;727319;9840910;cd
s874;Gila_River_Den;2009-11-06;2009;11;happyzebra;716307;9843668;cd
s8787;Flashforward_Den;2012-03-30;2012;03;serenas;727377;9840658;cd
s8794;Flashforward_Den;2012-04-02;2012;04;serenas;727377;9840658;cd
s8857;Flashforward_Den;2012-06-09;2012;06;serenas;727377;9840658;cd
s8929;Flashforward_Den;2012-07-08;2012;07;serenan;727377;9840658;cd
s9028;Flashforward_Den;2012-08-07;2012;08;serenas;727377;9840658;cd
s908;Gila_River_Den;2009-12-02;2009;12;happyzebra;716307;9843668;cd
s9130;Flashforward_Den;2012-09-01;2012;09;serenas;727377;9840658;cd
s9147;Oxytocin_Den;2012-09-06;2012;09;serenas;724934;9841116;cd
s9208;Flashforward_Den;2012-10-02;2012;10;serenas;727377;9840658;cd
s9247;Flashforward_Den;2012-11-03;2012;11;serenas;727377;9840658;cd
s9351.1;The_Hatch_Den;2012-11-24;2012;11;serenas;727333;9840695;cd
s9381;The_Hatch_Den;2012-12-02;2012;12;serenas;727333;9840695;cd
s9432.1;Windsor_Den;2012-01-02;2012;01;happyzebra;716432;9842596;cd
s9455;Windsor_Den;2012-02-08;2012;02;happyzebra;716432;9842596;cd
s946;Gila_River_Den;2010-01-04;2010;01;happyzebra;716307;9843668;cd
s9494;Windsor_Den;2012-03-04;2012;03;happyzebra;716432;9842596;cd
s9521;Calexico_Den;2012-04-02;2012;04;serenas;716384;9842738;cd
s9522;Windsor_Den;2012-04-02;2012;04;happyzebra;716432;9842596;cd
s9551;Windsor_Den;2012-05-04;2012;05;happyzebra;716432;9842596;cd
s9588;Windsor_Den;2012-06-03;2012;06;happyzebra;716432;9842596;cd
s9618;Windsor_Den;2012-07-10;2012;07;happyzebra;716432;9842596;cd
s9630;Windsor_Den;2012-08-04;2012;08;happyzebra;716432;9842596;cd
s9646;Calexico_Den;2012-08-19;2012;08;happyzebra;716384;9842738;cd
s9658;Mexicalli_Den;2012-09-03;2012;09;happyzebra;716255;9842748;cd
s9676;Nogales_Den;2012-09-22;2012;09;happyzebra;716267;9842643;cd
s9792;Windsor_Den;2012-12-26;2012;12;happyzebra;716432;9842596;cd
s9798;Nogales_Den;2012-10-01;2012;10;happyzebra;716267;9842643;cd
s9801;Juarez_Den;2012-10-05;2012;10;happyzebra;716375;9842579;cd
s9803;Windsor_Den;2012-10-05;2012;10;happyzebra;716432;9842596;cd
s9838;Merry_Christmas_Den;2013-01-01;2013;01;serenan;719746;9847140;cd
s9877;Happy_New_Year_Den;2013-01-19;2013;01;serenan;719821;9847114;cd
s9906;National_Cornchip_Day_Den;2013-01-29;2013;01;serenan;720449;9847591;cd
t100118;Big_Bush_Communal_Den;2017-06-15;2017;06;talek;748061;9838502;d
t100155;Big_Bush_Den;2017-07-02;2017;07;talek;748061;9838502;d
t100156;Resurrection_Main_Den;2017-07-02;2017;07;talek;747453;9838546;cd
t100249;Dicks_Den;2017-07-20;2017;07;talek;747390;9837245;cd
t100321;DOC_Den_2;2017-07-29;2017;07;talek;747700;9837031;cd
t100331;Den_One_Creek_Den_Complex;2017-07-29;2017;07;talek;747634;9837096;d
t100352;DOC_Den_2;2017-08-01;2017;08;talek;747700;9837031;cd
t100354;Dicks_Den;2017-08-01;2017;08;talek;747390;9837245;cd
t100463;Den_One_Creek_Den_Complex;2017-08-16;2017;08;talek;747634;9837096;d
t100511;Flintstone_Den;2017-08-26;2017;08;talek;747000;9837149;d
t100541;DOC_Den_2;2017-09-04;2017;09;talek;747700;9837031;cd
t100542;Dicks_Den;2017-09-04;2017;09;talek;747390;9837245;cd
t100737;Flintstone_Den;2017-09-28;2017;09;talek;747000;9837149;d
t101086;DOC_Den_2;2017-10-01;2017;10;talek;747700;9837031;cd
t101107;Dicks_Den;2017-10-02;2017;10;talek;747390;9837245;cd
t101118;Flintstone_Den;2017-10-04;2017;10;talek;747000;9837149;d
t101298;Flintstone_Den;2017-11-01;2017;11;talek;747000;9837149;d
t101299;Dicks_Den;2017-11-01;2017;11;talek;747390;9837245;cd
t101366;Farmer's_Den;2017-11-14;2017;11;talek;739847;9835373;cd
t101480;Dicks_Den;2017-12-03;2017;12;talek;747390;9837245;cd
t101485;Flintstone_Den;2017-12-04;2017;12;talek;747000;9837149;d
t101495;Farmer's_Den;2017-12-04;2017;12;talek;739847;9835373;cd
t101679.10;Flintstone_Den;2018-01-03;2018;01;talek;747000;9837149;d
t101814.10;Resurrection_Main_Den;2018-01-24;2018;01;talek;747453;9838546;cd
t101838.10;Resurrection_Communal_Den;2018-01-30;2018;01;talek;747569;9838508;d
t101844.10;Resurrection_Main_Den;2018-02-01;2018;02;talek;747453;9838546;cd
t102016.10;Mountaineer_Den;2018-02-21;2018;02;talek;747043;9838583;d
t102125;Central_Park_Communal_Den;2018-03-27;2018;03;talek;746472;9838970;d
t102685;Central_Park_Communal_Den;2018-04-01;2018;04;talek;746472;9838970;d
t102778;Central_Park_Communal_Den;2018-05-01;2018;05;talek;746472;9838970;d
t102850.2;Mountaineer_Den;2018-05-31;2018;05;talek;747043;9838583;d
t102856;Mountaineer_Den;2018-06-01;2018;06;talek;747043;9838583;d
t103969;Mountaineer_Den;2018-07-13;2018;07;talek;747043;9838583;d
t104071;Mountaineer_Den;2018-08-02;2018;08;talek;747043;9838583;d
t104118;Cliff_Den;2018-08-13;2018;08;talek;746018;9837982;d
t104193;Cliff_Den;2018-09-02;2018;09;talek;746018;9837982;d
t104223;Magic_Bush_Den;2018-09-06;2018;09;talek;746745;9838653;d
t104246.1;Mountaineer_Den;2018-09-12;2018;09;talek;747043;9838583;d
t104423;Mountaineer_Den;2018-10-01;2018;10;talek;747043;9838583;d
t104585;Cliff_Den;2018-10-25;2018;10;talek;746018;9837982;d
t104616;Magic_Bush_Den;2018-11-01;2018;11;talek;746745;9838653;d
t104652;Cliff_Den;2018-11-08;2018;11;talek;746018;9837982;d
t104654;Nimekufa_Kindani_Den;2018-11-08;2018;11;talek;742941;9831923;d
t104780;Nimekufa_Kindani_Den;2018-12-01;2018;12;talek;742941;9831923;d
t104785;Cliff_Den;2018-12-01;2018;12;talek;746018;9837982;d
t105443;Resurrection_Communal_Den;2019-01-03;2019;01;talek;747569;9838508;d
t105460;Resurrection_Main_Den;2019-01-05;2019;01;talek;747453;9838546;cd
t105474;Special_Den;2019-01-07;2019;01;talek;743992;9831975;d
t105539;Doom's_Day_Den_2;2019-01-13;2019;01;talek;746900;9838610;d
t105687;Doom's_Day_Den_2;2019-02-02;2019;02;talek;746900;9838610;d
t105712;Special_Den;2019-02-03;2019;02;talek;743992;9831975;d
t105763;Resurrection_Main_Den;2019-02-10;2019;02;talek;747453;9838546;cd
t105887;Cliff_Den;2019-02-19;2019;02;talek;746018;9837982;d
t105983;Cliff_Den_2;2019-03-01;2019;03;talek;746082;9837966;d
t105992;Cliff_Den;2019-03-01;2019;03;talek;746018;9837982;d
t106054;Landscape_Den;2019-03-10;2019;03;talek;744658;9833984;d
t106835;Cliff_Den_2;2019-04-01;2019;04;talek;746082;9837966;d
t106842;Landscape_Den;2019-04-01;2019;04;talek;744658;9833984;d
t106917;Landscape_Den_2;2019-04-12;2019;04;talek;744819;9833984;d
t107048;Villa_Den;2019-05-01;2019;05;talek;744705;9834929;d
t107077;Cliff_Den;2019-05-04;2019;05;talek;746018;9837982;d
t107202;Doom's_Day_Den_2;2019-05-16;2019;05;talek;746900;9838610;d
t107339;Villa_Den;2019-06-02;2019;06;talek;744705;9834929;d
t107365;Cliff_Den;2019-06-05;2019;06;talek;746018;9837982;d
t107438;Cliff_Den_2;2019-06-13;2019;06;talek;746082;9837966;d
t107551;Villa_Den_2;2019-06-25;2019;06;talek;744689;9835065;d
t108059;Villa_Den_2;2019-07-01;2019;07;talek;744689;9835065;d
t108066;Cliff_Den;2019-07-02;2019;07;talek;746018;9837982;d
t108084;Villa_Den;2019-07-08;2019;07;talek;744705;9834929;d
t108108;Landscape_Den;2019-07-15;2019;07;talek;744658;9833984;d
t108115;Confusing_Den_2;2019-07-16;2019;07;talek;744327;9831969;d
t108130;Cliff_Den_2;2019-07-18;2019;07;talek;746082;9837966;d
t108135;Confusing_Den;2019-07-19;2019;07;talek;744211;9832288;d
t108166;Confusing_Den_3;2019-07-25;2019;07;talek;744260;9831828;d
t108225;Confusing_Den_3;2019-08-01;2019;08;talek;744260;9831828;d
t108240;Confusing_Den;2019-08-02;2019;08;talek;744211;9832288;d
t108260;Cliff_Den_2;2019-08-04;2019;08;talek;746082;9837966;d
t108459;Confusing_Den_3;2019-09-08;2019;09;talek;744260;9831828;d
t108498;Greenland_Den;2019-09-14;2019;09;talek;743636;9832955;d
t111322;NUDI's_Den;2019-10-04;2019;10;talek;744086;9832317;d
t111328;Dave_Den;2019-10-06;2019;10;talek;747491;9837478;d
t111355;Dave's_Den;2019-10-10;2019;10;talek;747491;9837478;cd
t111381;Croton_Edge_Communal_Den;2019-10-16;2019;10;talek;746952;9837148;d
t111489;Croton_Edge_Communal_Den;2019-11-02;2019;11;talek;746952;9837148;d
t111495;NUDI's_Den;2019-11-03;2019;11;talek;744086;9832317;d
t111504;Dave_Den;2019-11-04;2019;11;talek;747491;9837478;d
t111510;NUDI's_Den_2;2019-11-05;2019;11;talek;744117;9832275;d
t111587;Confusing_Den;2019-11-14;2019;11;talek;744211;9832288;d
t111680;Big_Bush_Communal_Den;2019-12-19;2019;12;talek;748061;9838502;d
t111869;Big_Bush_Communal_Den;2020-01-03;2020;01;talek;748061;9838502;d
t111991;Acacia_Den;2020-02-10;2020;02;talek;749375;9838582;d
t119991;Acacia_Den;2021-08-02;2021;08;talek;749375;9838582;d
t29821.4;Aardwolf_Communal_Den;2001-11-09;2001;11;talek;745294;9838050;d
t32073;Plantation_Den;2002-04-01;2002;04;talek;746293;9839498;d
t32463;Plantation_Den;2002-05-20;2002;05;talek;746293;9839498;d
t34085;Plantation_Den;2002-07-01;2002;07;talek;746293;9839498;d
t34130;Olosogon_West_Bank_Natal_Den;2002-07-03;2002;07;talek;754909;9835790;d
t34245;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-07-08;2002;07;talek;753681;9837484;d
t34389;Plantation_Den;2002-06-03;2002;06;talek;746293;9839498;d
t34600;Olosogon_West_Bank_Natal_Den;2002-06-19;2002;06;talek;754909;9835790;d
t35026;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-08-01;2002;08;talek;753681;9837484;d
t35059;Plantation_Den;2002-08-03;2002;08;talek;746293;9839498;d
t35456;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-09-01;2002;09;talek;753681;9837484;d
t35477;Plantation_Den;2002-09-03;2002;09;talek;746293;9839498;d
t35797;Sunrise_Valley_Communal_Den/Natal_Den;2002-09-28;2002;09;talek;753524;9837427;d
t35831;Sunrise_Valley_Communal_Den/Natal_Den;2002-10-01;2002;10;talek;753524;9837427;d
t35841;Plantation_Den;2002-10-02;2002;10;talek;746293;9839498;d
t36266;Sunrise_Valley_Communal_Den/Natal_Den;2002-11-02;2002;11;talek;753524;9837427;d
t36299;Plantation_Den;2002-11-04;2002;11;talek;746293;9839498;d
t36424;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-11-22;2002;11;talek;753681;9837484;d
t36517;Fever_Tree_Natal_Den/Communal_Den_Complex;2002-12-01;2002;12;talek;753681;9837484;d
t36555;Plantation_Den;2002-12-04;2002;12;talek;746293;9839498;d
t36797;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-01-02;2003;01;talek;753681;9837484;d
t36831;Plantation_Den;2003-01-06;2003;01;talek;746293;9839498;d
t37068;Plantation_Den;2003-02-02;2003;02;talek;746293;9839498;d
t37079;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-02-03;2003;02;talek;753681;9837484;d
t37376;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-03-01;2003;03;talek;753681;9837484;d
t37451;Base_Natal_Den/Communal_Den;2003-03-07;2003;03;talek;746442;9838893;d
t37704;Base_Natal_Den/Communal_Den;2003-04-01;2003;04;talek;746442;9838893;d
t37709;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-04-01;2003;04;talek;753681;9837484;d
t37828;Resurrection_Communal_Den;2003-04-12;2003;04;talek;747569;9838508;d
t37991;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-05-02;2003;05;talek;753681;9837484;d
t38256;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-06-02;2003;06;talek;753681;9837484;d
t38372;Plantation_Den;2003-06-16;2003;06;talek;746293;9839498;d
t38525;Plantation_Den;2003-07-03;2003;07;talek;746293;9839498;d
t38685;Doom's_Day_Den;2003-07-20;2003;07;talek;747037;9838562;d
t38741;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-07-27;2003;07;talek;753681;9837484;d
t38777;Magic_Bush_Den;2003-07-30;2003;07;talek;746745;9838653;d
t38805;Magic_Bush_Den;2003-08-01;2003;08;talek;746745;9838653;d
t38807;Doom's_Day_Den;2003-08-01;2003;08;talek;747037;9838562;d
t38853;Tumo_Hill_Den;2003-08-05;2003;08;talek;752769;9838944;d
t38993;Plantation_Den;2003-08-23;2003;08;talek;746293;9839498;d
t39029;Plantation_Den;2003-09-01;2003;09;talek;746293;9839498;d
t39094;Sunrise_Valley_Communal_Den/Natal_Den;2003-09-05;2003;09;talek;753524;9837427;d
t39198;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-09-17;2003;09;talek;753681;9837484;d
t39303;Plantation_Den;2003-10-01;2003;10;talek;746293;9839498;d
t39312;Sunrise_Valley_Communal_Den/Natal_Den;2003-10-01;2003;10;talek;753524;9837427;d
t39337;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-10-04;2003;10;talek;753681;9837484;d
t394;Plantation_Den;1989-02-20;1989;02;talek;746293;9839498;d
t39703;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-11-01;2003;11;talek;753681;9837484;d
t39704;Plantation_Den;2003-11-02;2003;11;talek;746293;9839498;d
t39722;Doom's_Day_Den;2003-11-02;2003;11;talek;747037;9838562;d
t40009;Paradise_Den;2003-11-24;2003;11;talek;746378;9836793;d
t40089;Paradise_Den;2003-12-01;2003;12;talek;746378;9836793;d
t40105;Fever_Tree_Natal_Den/Communal_Den_Complex;2003-12-01;2003;12;talek;753681;9837484;d
t40386;Aardwolf_Communal_Den;2003-12-26;2003;12;talek;745294;9838050;d
t43461;Fever_Tree_Natal_Den/Communal_Den_Complex;2004-01-01;2004;01;talek;753681;9837484;d
t43469;Aardwolf_Communal_Den;2004-01-02;2004;01;talek;745294;9838050;d
t43740;Aardwolf_Communal_Den;2004-02-01;2004;02;talek;745294;9838050;d
t43798;Fever_Tree_Natal_Den/Communal_Den_Complex;2004-02-05;2004;02;talek;753681;9837484;d
t43814;Ranger_Den;2004-02-06;2004;02;talek;745281;9840331;d
t44085;No_See_Em_Den;2004-03-02;2004;03;talek;744984;9840806;d
t44471;No_See_Em_Den;2004-04-04;2004;04;talek;744984;9840806;d
t48034;Plantation_Den;2004-05-31;2004;05;talek;746293;9839498;d
t48046;Plantation_Den;2004-06-01;2004;06;talek;746293;9839498;d
t48399;Plantation_Den;2004-07-01;2004;07;talek;746293;9839498;d
t48547;Sunrise_Valley_Communal_Den/Natal_Den;2004-07-13;2004;07;talek;753524;9837427;d
t48769;Sunrise_Valley_Communal_Den/Natal_Den;2004-08-02;2004;08;talek;753524;9837427;d
t48771;Plantation_Den;2004-08-03;2004;08;talek;746293;9839498;d
t48843;Fever_Tree_Natal_Den/Communal_Den_Complex;2004-08-10;2004;08;talek;753681;9837484;d
t48862;Paradise_Den;2004-08-11;2004;08;talek;746378;9836793;d
t48913;Holiday_Communal_Den;2004-08-17;2004;08;talek;746505;9836828;d
t49011;Fever_Tree_Natal_Den/Communal_Den_Complex;2004-09-01;2004;09;talek;753681;9837484;d
t49207;Holiday_Communal_Den;2004-09-22;2004;09;talek;746505;9836828;d
t49318;Plantation_Den;2004-10-05;2004;10;talek;746293;9839498;d
t49362;Fever_Tree_Natal_Den/Communal_Den_Complex;2004-10-08;2004;10;talek;753681;9837484;d
t49740;Holiday_Communal_Den;2004-10-30;2004;10;talek;746505;9836828;d
t49761;Plantation_Den;2004-11-01;2004;11;talek;746293;9839498;d
t50212;Plantation_Den;2004-12-02;2004;12;talek;746293;9839498;d
t50665;Ranger_Den;2005-01-05;2005;01;talek;745281;9840331;d
t50792;Kinda-See-Em_Den;2005-01-11;2005;01;talek;745124;9840497;d
t50832;No_See_Em_Den;2005-01-13;2005;01;talek;744984;9840806;d
t51206;No_See_Em_Den;2005-02-04;2005;02;talek;744984;9840806;d
t51519;No_See_Em_Den;2005-03-01;2005;03;talek;744984;9840806;d
t52107;No_See_Em_Den;2005-04-04;2005;04;talek;744984;9840806;d
t52211;Tumo_Hill_Den;2005-04-15;2005;04;talek;752769;9838944;d
t52713;No_See_Em_Den;2005-05-10;2005;05;talek;744984;9840806;d
t52755;Tumo_Hill_Den;2005-05-13;2005;05;talek;752769;9838944;d
t52759;FM_Den;2005-05-14;2005;05;talek;752888;9838905;d
t52914;No_See_Em_Den;2005-06-03;2005;06;talek;744984;9840806;d
t53013;FM_Den;2005-06-10;2005;06;talek;752888;9838905;d
t53304;No_See_Em_Den;2005-07-04;2005;07;talek;744984;9840806;d
t53369;Sunrise_Valley_Communal_Den/Natal_Den;2005-07-16;2005;07;talek;753524;9837427;d
